Make,Model,Variant,prices
TRIUMPH                       ,BONNEVILLE                                        ,BOBBER STD,1038000
TRIUMPH                       ,STREET TRIPLE                                     ,ABS,841963
TRIUMPH                       ,STREET TRIPLE                                     ,R BSVI,1043220
TRIUMPH                       ,STREET TRIPLE                                     ,RS BSVI,1207000
TRIUMPH                       ,TIGER                                             ,800 XC,1263559
TRIUMPH                       ,TIGER                                             ,EXPLORER XC,1833500
TRIUMPH                       ,TIGER                                             ,XCA,1472625
TRIUMPH                       ,TIGER                                             ,XCx,1457691
TRIUMPH                       ,TIGER                                             ,XR,1247691
TRIUMPH                       ,TIGER                                             ,XRx,1391541
TRIUMPH                       ,TIGER                                             ,900 RALLY,1435000
TRIUMPH                       ,TIGER                                             ,900 RALLY PRO,1550000
TRIUMPH                       ,TIGER                                             ,900 GT,1391541
TRIUMPH                       ,TIGER                                             ,900 STD,1400000
TRIUMPH                       ,TIGER                                             ,100 STD,880000
TRIUMPH                       ,TIGER                                             ,SPORT 660 BSVI,947040
TRIUMPH                       ,TIGER                                             ,SPORT 850 BSVI,1195000
TRIUMPH                       ,TIGER                                             ,1200 GT PRO BSVI,1939000
TRIUMPH                       ,TIGER                                             ,1200 GT EXPLORER BSVI,2089000
TRIUMPH                       ,ROCKET                                            ,III STD,2491336
TRIUMPH                       ,ROCKET                                            ,3 GT,1900000
TRIUMPH                       ,SPEED MASTER                                      ,1200 STD,1178000
TRIUMPH                       ,STREET SCRAMBLER                                  ,STD,850500
TRIUMPH                       ,THUNDERBIRD                                       ,LT,1980245
TRIUMPH                       ,THUNDERBIRD                                       ,STD,1512179
TRIUMPH                       ,THUNDERBIRD                                       ,STORM,1539888
TRIUMPH                       ,SPEED MASTER                                      ,STD,1289080
TRIUMPH                       ,Trident 660                                       ,STD,782000
TRIUMPH                       ,SPEED                                             ,400 BSVI,233000
TRIUMPH                       ,SPEED                                             ,TWIN 900 BSVI,879000
TRIUMPH                       ,SPEED                                             ,TWIN 1200 BSVI,1122000
TRIUMPH                       ,SCRAMBLER                                         ,400X BSVI,263000
TVS                           ,APACHE                                            ,DLX,60000
TVS                           ,APACHE                                            ,ELECTRIC START,60000
TVS                           ,APACHE                                            ,KICK START,60000
TVS                           ,APACHE                                            ,RTR - ELECTRIC START,67116
TVS                           ,APACHE                                            ,RTR - KICK ST,67116
TVS                           ,APACHE                                            ,RTR 160 RR,69795
TVS                           ,APACHE                                            ,RTR 160 DISC ABS,89180
TVS                           ,APACHE                                            ,RTR 180,74141
TVS                           ,APACHE                                            ,RTR 4V,120000
TVS                           ,APACHE                                            ,RTR FI,69141
TVS                           ,APACHE                                            ,RTR MENACE,73925
TVS                           ,APACHE                                            ,RTR 160 FR DISC,69795
TVS                           ,APACHE                                            ,STD,60000
TVS                           ,APACHE                                            ,RTR 160 REAR DISC,75832
TVS                           ,APACHE                                            ,RTR 180,91057
TVS                           ,APACHE                                            ,RTR 160 UPG BSIV,82145
TVS                           ,APACHE                                            ,RTR 160 UPG MATT RED BSIV,83245
TVS                           ,APACHE                                            ,RTR 160 RR NEW BSIV,85445
TVS                           ,APACHE                                            ,RTR 160 RR NW MATT RED BSIV,86144
TVS                           ,APACHE                                            ,RTR 180 NEW BSIV,87044
TVS                           ,APACHE                                            ,RTR 180 MAT RED BSIV,89650
TVS                           ,APACHE                                            ,RTR 180 ABS NEW BSIV,89870
TVS                           ,APACHE                                            ,200 BSIV,97121
TVS                           ,APACHE                                            ,RTR 200 4V2.0,103890
TVS                           ,APACHE                                            ,RTR 200 PIRELLI,109896
TVS                           ,APACHE                                            ,RTR 200 EFI,118905
TVS                           ,APACHE                                            ,RTR 200 ABS,119905
TVS                           ,APACHE                                            ,RTR 160 UP GOLD BSIV,82101
TVS                           ,APACHE                                            ,RTR 160 RR OLD BSIV,84361
TVS                           ,APACHE                                            ,RTR 180 OLD BSIV,87700
TVS                           ,APACHE                                            ,RTR 160 4V DRUM,86039
TVS                           ,APACHE                                            ,RTR 160 4V DISC,89180
TVS                           ,APACHE                                            ,RTR 160 4V FI,96570
TVS                           ,APACHE                                            ,RTR 160 DRUM ABS,88204
TVS                           ,APACHE                                            ,RTR 160 4V REAR DISC,87990
TVS                           ,APACHE                                            ,RTR 160 4V FI DUAL DISC,92098
TVS                           ,APACHE                                            ,RTR 160 4V SINGLE DISC,82098
TVS                           ,APACHE                                            ,RTR 160 4V FD ABS,90785
TVS                           ,APACHE                                            ,RTR 160 4V RD ABS,93785
TVS                           ,APACHE                                            ,RTR 160 4V DRUM ABS,91166
TVS                           ,APACHE                                            ,RTR 160 4V DISC ABS,93143
TVS                           ,APACHE                                            ,RTR 160 4V EFI ABS,100143
TVS                           ,APACHE                                            ,RTR 160 2V RD ABS,95000
TVS                           ,APACHE                                            ,RTR 160 4V DRUM ABS BSVI,99950
TVS                           ,APACHE                                            ,RTR 160 4V DISC ABS BSVI,103000
TVS                           ,APACHE                                            ,RTR 200 4V 2CH ABS BSVI,147900
TVS                           ,APACHE                                            ,RTR 160 2V DISC ABS BSVI,110321
TVS                           ,APACHE                                            ,RTR 160 2V DRUM ABS BSVI,113278
TVS                           ,APACHE                                            ,RTR 180 DRK MAT BLUE BSVI,105000
TVS                           ,APACHE                                            ,RTR 180 NEW BSVI,106000
TVS                           ,APACHE                                            ,RR 310,248000
TVS                           ,APACHE                                            ,RTR 160 4V-RM LE DISC,119000
TVS                           ,APACHE                                            ,RTR 160 4V DISC R- MODE,119000
TVS                           ,APACHE                                            ,RTR 160 4V DISC R- MODE BT,119000
TVS                           ,APACHE                                            ,RTR 160 4V DRUM R- MODE,119000
TVS                           ,APACHE                                            ,RTR 160 4V Special Edition,123475
TVS                           ,APACHE                                            ,RTR 165 RP BSVI,145000
TVS                           ,APACHE                                            ,RTR 160 RR ABS BSVI,119300
TVS                           ,APACHE                                            ,RTR 180 ABS BSVI,122300
TVS                           ,APACHE                                            ,RTR 160 2V RM DISC BSVI,122870
TVS                           ,APACHE                                            ,RTR 160 2V RM DRUM BSVI,114320
TVS                           ,APACHE                                            ,RTR 180 2V RM DISC BSVI,124590
TVS                           ,APACHE                                            ,RTR 160 2V RM DISC BT BSVI,125590
TVS                           ,APACHE                                            ,RTR 160 4V RM DISC BSVI,127271
TVS                           ,APACHE                                            ,RTR 160 4V RM DRUM BSVI,116271
TVS                           ,APACHE                                            ,RTR 180 RM OBD2A DISC BSVI,133220
TVS                           ,APACHE                                            ,RTR 160 S DISC BSVI,116370
TVS                           ,APACHE                                            ,RTR 310 OBD2A BSVI,257990
TVS                           ,CENTRA                                            ,DRUM BRAKE,36334
TVS                           ,CENTRA                                            ,STD,36334
TVS                           ,CENTRA                                            ,STD,42000
TVS                           ,CHAMP                                             ,STD,31734
TVS                           ,FLAME                                             ,DISC BRAKE,47680
TVS                           ,FLAME                                             ,MOTORCYCLE,42364
TVS                           ,FLAME                                             ,SR 125 - ELEC START DISC BRAKE,49120
TVS                           ,FLAME                                             ,KS,49120
TVS                           ,JIVE                                              ,ELECTRIC START,44945
TVS                           ,JIVE                                              ,KICK START,47085
TVS                           ,PHOENIX                                           ,ELEC ST DISC BRAKE AWS,57045
TVS                           ,PHOENIX                                           ,ELEC ST DRUM BRAKE AWS,54925
TVS                           ,PHOENIX                                           ,STD,56925
TVS                           ,SPORT                                             ,DLX,40175
TVS                           ,SPORT                                             ,STD,39000
TVS                           ,SPORT                                             ,KS MAG WHEEL BSIV,43047
TVS                           ,SPORT                                             ,ES MAG WHEEL BSIV,50896
TVS                           ,SPORT                                             ,ES SPECIAL EDTN BSIV,50844
TVS                           ,SPORT                                             ,ELS BSVI,68093
TVS                           ,SPORT                                             ,KLS BSVI,64030
TVS                           ,SPORT                                             ,DURALIFE BSIV,48000
TVS                           ,SPORT                                             ,KLS,63000
TVS                           ,SPORT                                             ,ES BSVI,57351
TVS                           ,STAR CITY                                         ,ELECTRIC START ALLOY WHEELS,42575
TVS                           ,STAR CITY                                         ,ELECTRIC START MAG WHEELS,44315
TVS                           ,STAR CITY                                         ,ELECTRIC START SPOKE WHEELS,44985
TVS                           ,STAR CITY                                         ,KICK START MAG WHEELS,45798
TVS                           ,STAR CITY                                         ,KICK START SPOKE WHEELS,42431
TVS                           ,STAR CITY                                         ,MW - ELECTRIC START,44315
TVS                           ,STAR CITY                                         ,PLUS ELECTRIC START MAG WHEEL,44300
TVS                           ,STAR CITY                                         ,PLUS KICK START MAG WHEEL,49000
TVS                           ,STAR CITY                                         ,SPORTS DLX,37825
TVS                           ,STAR CITY                                         ,SPORTS MW,37825
TVS                           ,STAR CITY                                         ,STD,41780
TVS                           ,STAR CITY                                         ,PLUS 110 ES BSIV,53786
TVS                           ,STAR CITY                                         ,PLUS 110 ES GOLD BSIV,54878
TVS                           ,STAR CITY                                         ,PLUS 100 ES DUEL TONE BSIV,54881
TVS                           ,STAR CITY                                         ,PLUS 110 Duel SBT,54881
TVS                           ,STAR CITY                                         ,PLUS 110 ES BSVI,74990
TVS                           ,STAR CITY                                         ,PLUS 110 DT BSVI,78160
TVS                           ,STAR CITY                                         ,PLUS ES DISC BSVI,73440
TVS                           ,SUZUKI FIERO                                      ,ELECTRIC START,41018
TVS                           ,SUZUKI FIERO                                      ,F2 DISC BRAKE,41640
TVS                           ,SUZUKI FIERO                                      ,F2 DRUM BRAKE,41018
TVS                           ,SUZUKI FIERO                                      ,FX DISC BRAKE,39626
TVS                           ,SUZUKI FIERO                                      ,STD,50526
TVS                           ,SUZUKI                                            ,STD,42000
TVS                           ,VICTOR                                            ,ELECTRIC START DISC BRAKE,51990
TVS                           ,VICTOR                                            ,ELECTRIC START DRUM BRAKE,51990
TVS                           ,VICTOR                                            ,GL,50526
TVS                           ,VICTOR                                            ,GLX DISC BRAKE,50526
TVS                           ,VICTOR                                            ,GLX DISC BRAKE,42000
TVS                           ,VICTOR                                            ,GLX DRUM BRAKE,50526
TVS                           ,VICTOR                                            ,GLX DRUM BRAKE,40000
TVS                           ,VICTOR                                            ,GX,37000
TVS                           ,VICTOR                                            ,110 DRUM BSIV,57911
TVS                           ,VICTOR                                            ,110 DISC BSIV,59970
TVS                           ,VICTOR                                            ,110 DISC REF BSIV,61040
TVS                           ,VICTOR                                            ,EDGE,59970
TVS                           ,VICTOR                                            ,Premium,53000
TVS                           ,VICTOR                                            ,DLX,55000
TVS                           ,STAR                                              ,SPORT DLX,44981
TVS                           ,STAR                                              ,STD,44981
TVS                           ,STAR                                              ,SPORT ES AW,46000
TVS                           ,STAR                                              ,HLX ES 125,57000
TVS                           ,STAR                                              ,HLX 150,62000
TVS                           ,STAR                                              ,HLX 100,53000
TVS                           ,RADEON                                            ,DRUM BRAKE,46900
TVS                           ,RADEON                                            ,DRUM SPL EDTN,56995
TVS                           ,RADEON                                            ,DRUM BRAKE BSVI,68227
TVS                           ,RADEON                                            ,DISC BRAKE BSVI,78100
TVS                           ,RADEON                                            ,STD BSVI,68769
TVS                           ,RADEON                                            ,125,59000
TVS                           ,RADEON                                            ,110 ES MAG BSVI,71200
TVS                           ,RADEON                                            ,110 ES MAG REF BSVI,71270
TVS                           ,RADEON                                            ,110 DUAL TONE BSVI,74950
TVS                           ,RADEON                                            ,110 DISC ES DIGI BSVI,78084
TVS                           ,RADEON                                            ,110 DRUM ES DIGI BSVI,74808
TVS                           ,SHOGUN                                            ,STD,18000
TVS                           ,SAMURAI                                           ,STD,18000
TVS                           ,AX 100                                            ,STD,18000
TVS                           ,SUPRA                                             ,SELF START,18000
TVS                           ,SHAOLIN                                           ,STD,18000
TVS                           ,METRO                                             ,STD,18000
TVS                           ,METRO                                             ,Plus,90000
TVS                           ,MAX                                               ,100,42778
TVS                           ,MAX                                               ,4R,42778
TVS                           ,MAX                                               ,125 STD,42778
TVS                           ,VELOCITY                                          ,160,80000
TVS                           ,RAIDER                                            ,DISC 125 BSVI,95411
TVS                           ,RAIDER                                            ,DRUM 125 BSVI,90851
TVS                           ,RAIDER                                            ,DISC 125 BT BSVI,97700
TVS                           ,RAIDER                                            ,SUPER SQUAD BSVI,104205
TVS                           ,FIERO                                             ,F2 ES,55000
TVS                           ,STRYKER                                           ,125,110000
TVS                           ,RONIN                                             ,SINGLE CHANNEL SINGLE TONE,149000
TVS                           ,RONIN                                             ,SINGLE CHANNEL DUAL TONE,157000
TVS                           ,RONIN                                             ,DUAL CHANNEL TRIPLE TONE,169000
UM GLOBAL                     ,RENEGADE                                          ,COMMANDO,164000
UM GLOBAL                     ,RENEGADE                                          ,DUTY,157000
UM GLOBAL                     ,RENEGADE                                          ,LIMITED,157000
UM GLOBAL                     ,RENEGADE                                          ,SPORT,164000
UM GLOBAL                     ,XTREET                                            ,230,169474
UM GLOBAL                     ,XTREET                                            ,230 R                         ,169474
VIBGYOR                       ,GALLAOP                                           ,KS SPOKE WHEELS DRUM BRAKE,36520
VIBGYOR                       ,HUNTER                                            ,STD,49822
VIBGYOR                       ,SHARK                                             ,STD,56346
VICTORY                       ,HAMMER                                            ,1700,1557895
VICTORY                       ,HAMMER                                            ,8 BALL,1575000
VICTORY                       ,HAMMER                                            ,S,1417500
VICTORY                       ,VEGAS                                             ,8 BALL,1575000
VICTORY                       ,VEGAS                                             ,JACKPOT,886000
VICTORY                       ,VEGAS                                             ,LOW,1400000
VICTORY                       ,VISION                                            ,CROSS COUNTRY,2100000
VICTORY                       ,VISION                                            ,CROSS ROAD,1575000
VICTORY                       ,VISION                                            ,STREET PREMIUM,1633579
VICTORY                       ,VISION                                            ,TOUR PREMIUM,2100000
YAMAHA                        ,CRUX                                              ,ELECTRIC START,40490
YAMAHA                        ,CRUX                                              ,S,40490
YAMAHA                        ,CRUX                                              ,STD,40490
YAMAHA                        ,CRUX R                                            ,STD,37000
YAMAHA                        ,ENTICER                                           ,DLX,48000
YAMAHA                        ,ENTICER                                           ,LE,48000
YAMAHA                        ,ENTICER                                           ,STD,48000
YAMAHA                        ,ESCORTS ACE                                       ,Escort Ace 175,52500
YAMAHA                        ,FAZER                                             ,153 CC,84184
YAMAHA                        ,FAZER                                             ,DLX,46832
YAMAHA                        ,FAZER                                             ,DX,78821
YAMAHA                        ,FAZER                                             ,FI V2,91310
YAMAHA                        ,FAZER                                             ,LX,78821
YAMAHA                        ,FAZER                                             ,25,137376
YAMAHA                        ,FAZER                                             ,25 Dual Channel ABS,143000
YAMAHA                        ,FZ                                                ,FI V2,80096
YAMAHA                        ,FZ                                                ,FZ 150,77941
YAMAHA                        ,FZ                                                ,FZ-S,75290
YAMAHA                        ,FZ                                                ,S FI V2,77941
YAMAHA                        ,FZ                                                ,S LTD,90344
YAMAHA                        ,FZ                                                ,S DOUBLE DISC,90344
YAMAHA                        ,FZ                                                ,25,108879
YAMAHA                        ,FZ                                                ,V 3.0 ABS,95000
YAMAHA                        ,FZ                                                ,S FI V3,97680
YAMAHA                        ,FZ                                                ,V 3.0 ABS BSVI,115000
YAMAHA                        ,FZ                                                ,X NON BLUETOOTH,117000
YAMAHA                        ,FZ                                                ,X BLUETOOTH,120000
YAMAHA                        ,FZ                                                ,N 250D-A (BOY100),139000
YAMAHA                        ,FZ 16                                             ,ST,77029
YAMAHA                        ,FZ 16                                             ,V2,71300
YAMAHA                        ,FZ 16                                             ,FI,85092
YAMAHA                        ,FZ 16                                             ,V3 ABS,95000
YAMAHA                        ,FZ 16                                             ,V2.0,77000
YAMAHA                        ,FZ 16                                             ,FI BS-6,110000
YAMAHA                        ,FZS                                               ,FI,78000
YAMAHA                        ,FZS                                               ,STD,75290
YAMAHA                        ,FZS                                               ,V 2,79641
YAMAHA                        ,FZS                                               ,V 3.0 ABS,97000
YAMAHA                        ,FZS                                               ,V 3.0 ABS BSVI,102700
YAMAHA                        ,FZS                                               ,25 Dual Channel ABS BSVI,157210
YAMAHA                        ,FZS                                               ,FR RR DISC,87000
YAMAHA                        ,FZS                                               ,FI V3 ABS BLUETOOTH,108000
YAMAHA                        ,FZS                                               ,FI DARK KINGHT BSVI,108000
YAMAHA                        ,FZS                                               ,FI DARK KINGHT BT BSVI,108000
YAMAHA                        ,FZS                                               ,BSIV,88000
YAMAHA                        ,FZS                                               ,FI VINTAGE GREEN BLUTOOTH,95000
YAMAHA                        ,FZS                                               ,FI DELUXE BSVI,121400
YAMAHA                        ,FZS                                               ,V4 BSVI,128139
YAMAHA                        ,FZS                                               ,FI V4 DLX BSVI,128900
YAMAHA                        ,G5                                                ,G5,43480
YAMAHA                        ,GLADIATOR                                         ,DX,46832
YAMAHA                        ,GLADIATOR                                         ,GLADIATOR,42437
YAMAHA                        ,GLADIATOR                                         ,GRAFFITI,53000
YAMAHA                        ,GLADIATOR                                         ,RS,46991
YAMAHA                        ,GLADIATOR                                         ,SS,54666
YAMAHA                        ,GLADIATOR                                         ,TYPE JA,46991
YAMAHA                        ,LIBERO                                            ,DLX,45000
YAMAHA                        ,LIBERO                                            ,G5,45000
YAMAHA                        ,LIBERO                                            ,LX,45000
YAMAHA                        ,MT 01                                             ,MT 01,1050000
YAMAHA                        ,MT 15                                             ,BSVI,143000
YAMAHA                        ,RAJDOOT                                           ,STD,27143
YAMAHA                        ,RAJDOOT                                           ,STD,57323
YAMAHA                        ,RAJDOOT                                           ,OLD Model,28000
YAMAHA                        ,RX                                                ,100,25000
YAMAHA                        ,RX 135                                            ,STD,36000
YAMAHA                        ,RXG                                               ,STD,38000
YAMAHA                        ,RXZ                                               ,STD,42000
YAMAHA                        ,SALUTO                                            ,ELEC ST DISC BRAKE ALLOY WHEEL,59400
YAMAHA                        ,SALUTO                                            ,ELEC ST DRUM BRAKE ALLOY WHEEL,55000
YAMAHA                        ,SALUTO                                            ,KICK START DRUM BRAKE,55000
YAMAHA                        ,SALUTO                                            ,RX,48180
YAMAHA                        ,SALUTO                                            ,ELEC ST DISC BRAKE ALLOY,57785
YAMAHA                        ,SALUTO                                            ,RX UBS,56879
YAMAHA                        ,SALUTO                                            ,RX SPL UBS,57670
YAMAHA                        ,SALUTO                                            ,DRUM UBS,56870
YAMAHA                        ,SALUTO                                            ,DRUM LE UBS,57100
YAMAHA                        ,SALUTO                                            ,DISC UBS,58980
YAMAHA                        ,SALUTO                                            ,DISC LE UBS,58999
YAMAHA                        ,SALUTO                                            ,STD,54000
YAMAHA                        ,SS                                                ,125,57790
YAMAHA                        ,SZ                                                ,SZ,59490
YAMAHA                        ,SZ                                                ,SZ BSIV,59490
YAMAHA                        ,SZ R                                              ,SZ R,63000
YAMAHA                        ,SZ RR                                             ,SZ RR,71482
YAMAHA                        ,SZ RR                                             ,V 2.0,71482
YAMAHA                        ,SZ RR                                             ,SZ RR,71482
YAMAHA                        ,SZ S                                              ,SZ S,60664
YAMAHA                        ,SZ X                                              ,SZ X,59490
YAMAHA                        ,V MAX                                             ,2EN,2618900
YAMAHA                        ,XJR 1300                                          ,STD,2565000
YAMAHA                        ,XTZ 125                                           ,STD,50846
YAMAHA                        ,YBR                                               ,110,48490
YAMAHA                        ,YBR 125                                           ,STD,53770
YAMAHA                        ,YBX                                               ,STD,50846
YAMAHA                        ,YBX                                               ,135,46000
YAMAHA                        ,YD 125                                            ,STD,45000
YAMAHA                        ,YZF R15                                           ,V2,99000
YAMAHA                        ,YZF R15                                           ,YZF R15,99000
YAMAHA                        ,YZF R15                                           ,LTD,124779
YAMAHA                        ,YZF R15                                           ,V3,131250
YAMAHA                        ,YZF R15                                           ,NEW,121533
YAMAHA                        ,YZF R15                                           ,S,116596
YAMAHA                        ,YZF R15                                           ,V3 STD,127000
YAMAHA                        ,YZF R15                                           ,V3 Motogp Edition,130000
YAMAHA                        ,YZF R15                                           ,V3 Dual Channel ABS,139000
YAMAHA                        ,YZF R15                                           ,V3 Monster Energy Edition,142800
YAMAHA                        ,YZF R15                                           ,V3 DarkNight ABS,142800
YAMAHA                        ,YZF R15                                           ,V3 BSVI,145900
YAMAHA                        ,YZF R15                                           ,BS III,145900
YAMAHA                        ,YZF                                               ,125,120000
YAMAHA                        ,YZF R15                                           ,V4聽Metallic Red,175751
YAMAHA                        ,YZF R15                                           ,V4聽Dark Knight,176571
YAMAHA                        ,YZF R15                                           ,V4聽Racing Blue,180545
YAMAHA                        ,YZF R15                                           ,V4聽Monster Energy Edition,183600
YAMAHA                        ,YZF R15                                           ,V4聽M,186545
YAMAHA                        ,YZF R15                                           ,M Motogp Edition,190050
YAMAHA                        ,YZF R3                                            ,STD,323000
YAMAHA                        ,FZ 25                                             ,STD,189700
YAMAHA                        ,FZ 25                                             ,Dual Channel ABS,133000
YAMAHA                        ,FZ 25                                             ,Dual Channel ABS BSVI,152180
YAMAHA                        ,MT 15                                             ,ABS,149600
YAMAHA                        ,MT 15                                             ,ABS BSVI,139400
YAMAHA                        ,MT 15                                             ,MOTO GP BLUTOOTH,148000
YAMAHA                        ,MT 15                                             ,V 2.0,160639
YAMAHA                        ,MT 15                                             ,SE,161639
YAMAHA                        ,MT 15                                             ,V 2.0 DELUXE BSVI,172208
YAMAHA                        ,MT 15                                             ,V 2.0 MOTOGP EDITION BSVI,173708
YAMAHA                        ,ALBA 106                                          ,ALBA 106,39500
YAMAHA                        ,R1                                                ,2SG 100,1816000
YAMAHA                        ,R 15                                              ,ABS,145000
YAMAHA                        ,R 15                                              ,V4 DUAL CHANNEL ABS BT,168539
YAMAHA                        ,R 15                                              ,V4 DARK NIGHT ABS BT,169539
YAMAHA                        ,R 15                                              ,M Dual Channel ABS BT,178539
YAMAHA                        ,R 15                                              ,M Motogp Edition ABS BT,180539
YAMAHA                        ,R 15                                              ,RACING BLUE BLUTOOTH,172000
YAMAHA                        ,R 15                                              ,MONSTER BCW4,180000
YAMAHA                        ,R 15                                              ,V4 ABS BS6,174800
YAMAHA                        ,R 15                                              ,S V3 0,157600
YAMAHA                        ,FZX                                               ,ABS DISC BT BS VI,120000
YAMAHA                        ,RD 500                                            ,STD,850000
YEZDI                         ,DELUXE                                            ,STD,67900
YEZDI                         ,Yezdi 175                                         ,Deluxe,96000
YEZDI                         ,JAWA YEZADI                                       ,CL 2,96000
YEZDI                         ,ROADSTER                                          ,Dark Smoke Grey BSVI,210000
YEZDI                         ,ROADSTER                                          ,Dark Steel Blue BSVI,210000
YEZDI                         ,ROADSTER                                          ,Dark Hunter Green BSVI,210000
YEZDI                         ,ROADSTER                                          ,Chrome Gallant Grey BSVI,210000
YEZDI                         ,ROADSTER                                          ,Chrome Sin Silver BSVI,210000
YEZDI                         ,ROADSTER                                          ,Fire and Ice BSVI,210000
YEZDI                         ,ROADSTER                                          ,Glacial White BSVI,204153
YEZDI                         ,ROADSTER                                          ,Inferno Red BSVI,204153
YEZDI                         ,ROADSTER                                          ,Crimson Dual Tone BSVI,205890
YEZDI                         ,Scrambler                                         ,Fire Orange,230000
YEZDI                         ,Scrambler                                         ,Yelling Yellow,230000
YEZDI                         ,Scrambler                                         ,Outlaw Olive,234000
YEZDI                         ,Scrambler                                         ,Midnight Blue,234000
YEZDI                         ,Scrambler                                         ,REBEL RED,213900
YEZDI                         ,Scrambler                                         ,MEAN GREEN,213900
YEZDI                         ,Scrambler                                         ,BOLD BLACK,213900
YEZDI                         ,Adventure                                         ,Slick Silver,215000
YEZDI                         ,Adventure                                         ,Mambo Black,215000
YEZDI                         ,Adventure                                         ,Ranger Camo,240000
YEZDI                         ,Adventure                                         ,Whiteout,216872
JAWA MOTORCYCLE               ,JAWA                                              ,SINGLE CHANEL ABS,165000
JAWA MOTORCYCLE               ,JAWA                                              ,42 SINGLE CHANEL ABS,156000
JAWA MOTORCYCLE               ,JAWA                                              ,DUAL CHANEL ABS,173942
JAWA MOTORCYCLE               ,JAWA                                              ,42 DUAL CHANEL ABS,164942
JAWA MOTORCYCLE               ,JAWA                                              ,OLD BIKE,55000
JAWA MOTORCYCLE               ,JAWA                                              ,42 DUAL CHANEL ABS BS6,191142
JAWA MOTORCYCLE               ,JAWA                                              ,SPECIAL EDITION BSVI,193000
JAWA MOTORCYCLE               ,JAWA                                              ,42 BOBBER DUALCHANNEL ABS BSVI,209769
JAWA MOTORCYCLE               ,JAWA                                              ,ROAD KING,36890
JAWA MOTORCYCLE               ,PERAK                                             ,STD,194500
CLEVELAND CYCLEWERKS          ,ACE DELUXE                                        ,STD,156289
BIG DOG                       ,K9                                                ,DINGLE DISC,4876800
HUSQVARNA                     ,VITPILEN                                          ,250 BSVI,185000
ODYSSE                        ,EVOQIS                                            ,E BIKE,150000
ODYSSE                        ,EVOQIS                                            ,72V 60AH,157000
HERO HONDA                    ,CBZ                                               ,X-TREME REAR DISC,91685
HERO HONDA                    ,CBZ                                               ,X-TREME ES,66275
HERO HONDA                    ,CBZ                                               ,DISC,75000
HERO HONDA                    ,CBZ                                               ,KICK START,68000
HERO HONDA                    ,CBZ                                               ,STAR ES,68000
HERO HONDA                    ,CBZ                                               ,XTREAM DSK,70000
HERO HONDA                    ,CD DELUXE                                         ,SELF ALLOY,44000
HERO HONDA                    ,CD DELUXE                                         ,SPOKE,37000
HERO HONDA                    ,CD DELUXE                                         ,STANDARD,56000
HERO HONDA                    ,CD DELUXE                                         ,MAC,52000
HERO HONDA                    ,PASSION PLUS                                      ,SPOKE,36000
HERO HONDA                    ,PASSION PLUS                                      ,ALLOY,38000
HERO HONDA                    ,PASSION PLUS                                      ,MAC,45000
HERO HONDA                    ,PASSION PLUS                                      ,ALLOY WHEELS,51000
HERO HONDA                    ,PASSION PLUS                                      ,MAC,53000
HERO HONDA                    ,PASSION PRO                                       ,STANDARD,48000
HERO HONDA                    ,PASSION PRO                                       ,CWG EDITION,46300
HERO HONDA                    ,PASSION PRO                                       ,CAST SELF,46300
HERO HONDA                    ,PASSION PRO                                       ,CAST SELF,48000
HERO HONDA                    ,SUPER SPLENDOR                                    ,BSIII,54000
HERO HONDA                    ,CD 100                                            ,SS,42000
HERO HONDA                    ,CD 100                                            ,STD,42000
HERO HONDA                    ,SPLENDOR PLUS                                     ,STD,57000
HERO HONDA                    ,SPLENDOR PLUS                                     ,SPOKE,57000
HERO HONDA                    ,SPLENDOR PLUS                                     ,MAC,58000
HERO HONDA                    ,ACHIEVER                                          ,DISC SELF,67900
HERO HONDA                    ,ACHIEVER                                          ,DRUM KICK,65900
HERO HONDA                    ,AMBITION                                          ,DISC KICK,66668
HERO HONDA                    ,AMBITION                                          ,DISC SELF,66668
HERO HONDA                    ,AMBITION                                          ,DRUM KICK,57000
HERO HONDA                    ,AMBITION                                          ,DRUM SELF,57000
HERO HONDA                    ,CD DAWN                                           ,STD,33400
HERO HONDA                    ,PASSION                                           ,STD,48000
HERO HONDA                    ,HUNK                                              ,KICK START,63000
HERO HONDA                    ,HUNK                                              ,SELF START,67000
HERO HONDA                    ,SPLENDOR PRO                                      ,STD,57000
HERO HONDA                    ,SPLENDOR PRO                                      ,DRUM SELF CAST,56000
HERO HONDA                    ,SPLENDOR PRO                                      ,KICK START,54000
HERO HONDA                    ,JOY                                               ,STD,33000
HERO HONDA                    ,SPLENDOR                                          ,STD,55000
HERO HONDA                    ,GLAMOUR                                           ,STANDARD,64000
HERO HONDA                    ,GLAMOUR                                           ,DISC BRAKE,56976
PURE ELECTRIC VEHICLES        ,ETRYST 350                                        ,E BIKE,154000
PURE ELECTRIC VEHICLES        ,ECO DRYFT                                         ,E BIKE,114000
KOMAKI                        ,CLASSIC                                           ,E BIKE,88000
KOMAKI                        ,M5                                                ,E BIKE,123000
KOMAKI                        ,M5                                                ,SPORT,157000
KOMAKI                        ,M5                                                ,ECO,120000
